"Model","Task Type","Status","Last Updated Timestamp","Callback URL"
"AI4Bharat IndicTrans-v2: Maithili-Manipuri_Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Sanskrit","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Tamil","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Assamese","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Kashmiri_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Kashmiri_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Odia","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Nepali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Marathi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Sanskrit","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Odia","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Maithili","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Punjabi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Punjabi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Tamil","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Manipuri_Meitei","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Manipuri_Meitei","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Santali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Marathi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Tamil","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Sindhi_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Kashmiri_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Kashmiri_Devanagari","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Nepali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Punjabi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Kashmiri_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Kashmiri_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Manipuri_Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Tamil","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Sindhi_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Dogri","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Nepali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Hindi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Malayalam","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Maithili","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Odia","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Telugu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Bodo","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Marathi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Punjabi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Sindhi_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Punjabi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Santali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Assamese","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Manipuri_Meitei","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Sindhi_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Sindhi_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Maithili","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Sanskrit","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Assamese","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Sanskrit","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Kashmiri_Arabic","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Hindi","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Maithili","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Kashmiri_Arabic","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Punjabi","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Hindi","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Kashmiri_Devanagari","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Assamese","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Bodo","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Sindhi_Arabic","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Bodo","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Sanskrit","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Manipuri_Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Punjabi","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Sanskrit","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Manipuri_Meitei","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Manipuri_Meitei","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Gujarati","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Manipuri_Meitei","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Manipuri_Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Assamese","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Nepali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Gujarati","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Konkani","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Malayalam","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Assamese","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Kannada","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Maithili","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Kashmiri_Devanagari","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Sanskrit","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Kashmiri_Devanagari","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Dogri","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Sindhi_Devanagari","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Manipuri_Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Manipuri_Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Manipuri_Meitei","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Urdu","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Kashmiri_Devanagari","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Bodo","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Manipuri_Meitei","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Gujarati","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Nepali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Punjabi","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Sindhi_Devanagari","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Telugu","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Nepali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Punjabi","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Tamil","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Gujarati","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Manipuri_Meitei","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Kashmiri_Arabic","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Marathi","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Nepali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Punjabi","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Nepali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Malayalam","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Manipuri_Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Assamese","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Telugu","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Kashmiri_Arabic","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Sindhi_Devanagari","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Malayalam","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Kashmiri_Arabic","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Bengali","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Assamese","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Manipuri_Meitei","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Hindi","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Hindi","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Gujarati","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Sindhi_Devanagari","translation","available","09/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
